City,State,Employment,Employment per 1000 jobs,Location quotient,Hourly mean wage,Annual mean wage,Expected State Tax Bracket,Expected Federal Tax Bracket,Federal + State Tax for Bracket,Net Expected Profit,Net Expected Monthly Profit,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid-Range Restaurant, Three-course",McMeal at McDonalds (or Equivalent Combo Meal),"Domestic Beer (0.5 liter draught, in restaurants)","Imported Beer (0.33 liter bottle, in restaurants)","Cappuccino (regular, in restaurants)","Coke/Pepsi (0.33 liter bottle, in restaurants)","Water (0.33 liter bottle, in restaurants)","Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),"Water (1.5 liter bottle, at the market)","Bottle of Wine (Mid-Range, at the market)","Domestic Beer (0.5 liter bottle, at the market)","Imported Beer (0.33 liter bottle, at the market)",Cigarettes 20 Pack (Marlboro),One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) ,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child ","International Primary School, Yearly for 1 Child",1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, …)",1 Pair of Nike Running Shoes (Mid-Range),1 Pair of Men Leather Business Shoes,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",data_quality
Lake Oswego,Oregon,"1,610",0.85,0.79,$53.40 ,"$111,090.00 ",8.31,15.65,23.96,"$84,473 ","$7,039 ",,$50.00,$11.00,$4.00,$6.00,$4.00,,$1.92,,,$1.61,,$6.61,,,$2.91,$0.97,$2.93,$4.37,$1.12,$1.94,$1.56,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Muskogee,Oklahoma,1740,1.09,1.01,$42.21,"$87,810.00",4.14,13.76,17.90,"$72,092 ","$6,008 ",$9.99,$44.00,$8.00,$3.00,$6.00,$4.13,$1.50,$1.49,$0.91,$2.43,$3.48,$4.23,$7.11,$11.74,$15.37,$4.85,$1.23,$4.31,$4.43,$1.83,$1.76,$1.29,$2.09,$10.00,$3.33,$2.60,$8.00,$6.00,,$5.00,$1.24,$50.00,$1.04,"$22,500.00","$19,350.00",$220.47,$0.21,$61.67,,$0.00,$9.00,"$1,000.00","$7,200.00",$39.33,$23.43,$73.66,$85.00,$900.00,$750.00,"$1,400.00","$1,200.00",,,,5.23,0
Issaquah,Washington,"4,160",1.22,1.13,$67.68 ,"$140,780.00 ",0.00,17.41,17.41,"$116,270 ","$9,689 ",$20.00,$65.00,$9.00,$7.00,$6.00,$4.62,$2.26,$2.30,$0.96,$3.31,$3.15,$2.93,$11.65,$8.40,$11.02,$4.69,$1.96,$2.54,$3.86,$1.68,$2.20,$2.16,$1.90,$15.00,$1.84,$3.19,$9.00,$2.88,$80.00,$2.60,$0.93,$9.00,$1.32,"$24,000.00","$23,000.00",$157.62,$0.09,$58.75,$41.67,,$15.00,"$2,000.00","$21,333.33",$44.83,$40.00,$85.00,$143.33,"$2,165.00","$1,778.33","$2,500.00","$2,400.00",,,"$5,750.00",5.43,0
Streamwood,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",$15.00,$70.00,$8.00,$3.50,$5.55,$4.40,$2.50,$1.90,$0.86,$2.94,$1.93,$3.90,$10.29,$7.17,$13.96,$4.19,$1.54,$4.41,$6.31,$3.75,$1.98,$1.50,$1.50,$12.00,$1.14,$3.75,$8.50,$3.00,$40.00,$4.25,$0.93,,$1.19,"$13,000.00","$16,000.00",$174.95,$0.20,$55.00,,,$11.00,$988.33,"$8,750.00",$43.80,$38.33,$80.00,$100.00,,,,,,,,5.43,0
Kalispell,Montana,90,0.19,0.18,$35.92,"$74,720.00",5.32,12.32,17.64,"$61,539 ","$5,128 ",,$80.00,$12.50,$4.62,$5.12,$4.25,$2.25,$1.66,$1.10,$4.20,$5.66,$3.96,$14.67,$10.78,$12.70,$9.24,$2.99,$9.46,$5.78,$4.17,$3.17,$2.94,$3.00,$15.99,,$6.99,$6.99,$1.00,,,$1.73,,$1.19,"$23,000.00",,$119.57,,$76.00,$81.00,,$8.75,"$1,325.00","$15,003.00",$46.25,$28.67,$102.67,$110.00,"$1,483.33","$1,516.67","$2,450.00","$2,866.67","$2,690.98","$2,960.08","$2,742.00",6.56,0
Mooresville,North Carolina,"5,350",1.15,1.07,$57.67 ,"$119,960.00 ",4.46,16.27,20.73,"$95,092 ","$7,924 ",$15.00,$65.00,$7.25,$3.38,$5.00,$3.33,$2.17,$1.46,$0.84,$2.88,$3.26,$3.35,$8.53,$16.33,$17.52,$3.40,$1.50,$2.68,$2.78,$1.97,$1.70,$1.61,$1.50,$8.99,$3.01,$2.75,$7.00,,,$2.00,$1.49,$18.00,$1.03,"$28,895.00","$24,815.00",$113.04,$0.15,$60.99,,,$11.00,$500.00,"$8,927.00",$37.80,$35.00,$74.50,$55.00,,,,,"$1,829.86",,"$5,100.00",4.81,0
Crestview,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$30.00,$125.00,$10.00,$3.00,$6.00,$6.00,$2.00,$1.17,$1.06,$2.53,$3.89,$3.30,$8.80,$11.02,$14.31,$3.58,$1.28,$2.20,$3.79,$5.72,$2.20,$0.99,$1.29,$7.99,$2.86,$2.75,$6.00,,,$3.50,,,$1.10,,,$144.30,,$72.00,$35.00,,$10.00,$400.00,"$5,400.00",$41.67,$41.33,$85.00,$68.33,,,,,,,,6.99,0
Clinton,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",,,$7.00,,$3.25,$4.00,,$1.75,,,$6.61,,$8.82,,,$6.61,$2.20,$5.51,,,$2.76,$2.50,$2.00,,,$3.50,,,,,,,,,"$19,000.00",$250.00,,$56.00,,,$8.00,,"$20,000.00",$50.00,$35.00,$60.00,$85.00,,,,,,,,,0
Moses Lake,Washington,"4,160",1.22,1.13,$67.68 ,"$140,780.00 ",0.00,17.41,17.41,"$116,270 ","$9,689 ",,,$7.00,,$7.00,$5.32,,$2.50,$1.24,$7.71,$3.85,$3.99,$16.53,$11.02,,$6.60,$2.08,$2.97,$6.60,$2.20,$3.30,$2.25,$2.00,$13.00,,$3.56,$10.50,,,$7.00,,,,,,$85.50,,$49.50,,,$13.00,,,$48.00,,$75.00,,"$1,300.00","$1,100.00","$1,700.00","$1,700.00",,,,,0
Groton,South Dakota,110,0.26,0.24,$52.13,"$108,430.00",0.00,15.45,15.45,"$91,678 ","$7,640 ",$25.00,$55.00,$9.50,$5.00,$8.00,$5.33,$2.00,$2.00,,,,,,,,,,,,,,,,,,,$11.25,,,,,,,,,,,,,,,,,,,,,,"$1,100.00",,,,,,,0
Pleasant Grove,Utah,"3,070",1.89,1.75,$42.62 ,"$88,660.00 ",4.91,13.84,18.75,"$72,036 ","$6,003 ",,,,,,,,,,$4.18,,,$13.21,,$15.41,$1.43,,,,$3.86,,$2.00,,,,,,$1.50,,$2.75,$1.71,,,,,$76.50,,$50.00,,,$11.50,,,$42.50,$25.00,$89.50,$110.50,,,,,,,,,0
Menomonee Falls,Wisconsin,"2,740",0.97,0.90,$43.63 ,"$90,760.00 ",4.23,14.03,18.26,"$74,187 ","$6,182 ",,,,,,,,,$1.03,$2.47,$4.41,$2.99,,,$17.64,$3.31,,,,,,,,$16.00,,,$8.50,,,,,,$1.28,,,,,$70.00,,,,,,$40.00,,$70.00,,,$500.00,,,,,,,0
Kailua,Hawaii,90,0.16,0.14,$49.74,"$103,470.00",7.26,15.04,22.30,"$80,396 ","$6,700 ",$14.75,$45.00,$10.00,$6.25,$7.50,$5.12,$2.50,$2.12,$1.59,$5.51,$7.72,$5.00,$14.70,$14.33,$17.09,$7.17,$3.38,$4.41,$8.08,$3.09,$4.62,$3.62,$2.38,$12.00,$1.79,$1.43,$11.00,$2.75,$70.00,$3.50,,,$1.40,,,$290.00,,$54.67,,,$12.00,,"$18,000.00",$40.00,$40.00,$93.33,$65.67,"$2,000.00","$2,000.00","$3,500.00","$4,000.00","$5,381.96",,"$6,500.00",5.43,0
Pahrump,Nevada,850,0.6,0.56,$46.57 ,"$96,870.00 ",0.00,14.53,14.53,"$82,795 ","$6,900 ",,$40.00,$9.00,$6.00,$6.00,$5.50,,$1.33,$0.79,,$3.95,,$10.68,,$21.34,$6.71,$2.18,$4.39,$5.11,$4.46,$3.13,$1.54,$2.69,$9.00,$4.29,$4.36,$7.99,$6.00,$55.00,$2.08,$1.17,$40.00,,"$21,500.00","$25,000.00",$185.74,$0.15,$53.33,$32.50,$5.00,$20.00,"$1,000.00","$10,000.00",$36.67,$20.00,$83.33,$125.00,"$1,700.00","$1,100.00","$2,200.00","$1,600.00","$1,345.49","$1,076.39","$2,400.00",4.21,0
Rock Island,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",$12.75,$50.00,$8.32,$6.00,$7.00,$3.50,$1.85,$1.00,$1.39,$1.65,$3.67,$2.99,$7.35,$8.80,$11.00,$4.52,$1.84,$1.87,$2.98,$1.53,$1.47,$2.00,$1.38,$10.00,$1.07,$1.05,$8.47,,,,$2.50,$45.00,$1.19,"$22,529.00","$21,000.00",$125.00,,$75.60,,,$11.00,"$1,000.00",,$36.67,$32.99,$70.00,$82.50,,,,,,,,5.43,0
Evans,Georgia,"5,650",1.23,1.14,$51.15 ,"$106,400.00 ",5.19,15.29,20.48,"$84,609 ","$7,051 ",,$50.00,$11.00,$5.00,$3.00,$2.50,,$1.50,$0.92,$2.20,$4.41,,$7.72,,$19.06,$4.96,$2.63,$7.72,$3.73,$6.37,$2.05,$1.25,$3.00,$11.50,,,$7.50,,,,,,,"$22,500.00","$23,500.00",$360.39,,$62.50,$95.00,,$11.00,,"$13,000.00",$35.67,$35.00,$73.33,$108.33,$850.00,$650.00,"$1,250.00","$1,100.00",,,"$2,730.00",5.43,0
Commack,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",,$100.00,$10.00,$5.00,$7.00,$7.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,400.00","$1,200.00","$2,400.00","$2,200.00",,,,,0
Yorktown,Indiana,"2,200",0.71,0.66,$37.93 ,"$78,890.00 ",3.19,12.83,16.02,"$66,252 ","$5,521 ",$21.00,$49.50,$8.75,$4.00,$5.50,$3.81,$1.50,$1.62,$0.85,$3.30,$1.65,$5.00,$11.38,$4.41,$14.33,$4.92,$2.44,$5.14,$4.40,$2.20,$2.94,$1.43,$1.00,$10.00,$1.29,$1.73,$6.00,,$0.00,$2.75,$1.30,$45.00,,"$22,875.00","$19,645.33",$113.75,,$93.75,,,$11.00,,"$12,000.00",$41.88,$33.33,$77.50,$113.75,"$1,300.00","$1,025.00","$1,900.00",,,,"$3,300.00",4.21,0
Gillette,Wyoming,40,0.15,0.14,$61.95,"$128,860.00",0.00,16.80,16.80,"$107,212 ","$8,934 ",$12.00,$45.00,$4.78,$4.00,$5.00,$4.42,$2.00,$1.73,$0.89,$1.50,$5.51,$2.50,$7.17,$12.30,$11.02,$3.03,$1.24,$1.93,$2.20,$1.65,$1.31,$1.25,$1.15,$20.00,$0.85,$3.25,$7.00,,,$8.00,$1.55,$25.00,$1.11,"$21,000.00","$19,000.00",$195.00,$0.05,$50.00,,,$11.00,,"$3,950.00",$27.67,$22.50,$60.00,$97.50,,,,,,,,3.96,0
Tooele,Utah,"3,070",1.89,1.75,$42.62 ,"$88,660.00 ",4.91,13.84,18.75,"$72,036 ","$6,003 ",$11.00,$50.00,$7.50,$3.75,$5.00,$4.74,$2.25,$1.40,$0.79,$2.63,$2.92,$2.70,$6.59,$13.21,$13.18,$3.49,$1.56,$2.48,$2.04,$0.88,$1.75,$1.56,$2.00,$7.00,$2.83,$1.98,$8.25,,,$3.95,$1.30,,$1.22,"$24,500.00","$22,950.00",$201.38,,$59.33,$19.99,,$8.50,$700.00,,$26.99,$27.49,$52.49,$69.99,"$1,200.00","$1,200.00","$1,350.00","$1,350.00",,,"$3,500.00",4.71,0
Prattville,Alabama,,,,,,,,,,,$20.00,$60.00,$12.50,$3.00,,,$2.00,,$1.08,$3.08,$2.76,$2.17,$11.02,$15.43,$17.64,,,,$3.26,,,$1.89,,$12.00,,,,,,,,,,,,$114.37,,$72.00,,,$10.00,,,$40.00,,,,,,,,,,,,0
New City,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",,,$8.50,,$8.00,$5.17,,$1.50,,,$5.50,,$13.59,,,$3.24,$1.57,$3.51,$3.52,$2.08,$2.84,$2.50,$2.29,$4.99,,$3.38,$11.00,$2.75,,$5.25,$1.55,$12.00,$1.28,"$21,845.00","$24,350.00",$138.33,,$60.00,,,$15.00,,"$30,000.00",$50.00,$36.67,$60.00,$101.66,,,,,,,"$7,300.00",5.43,0
Owings Mills,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",$20.00,$40.00,$6.00,$5.00,$6.00,$4.00,$1.50,$1.50,,,$6.16,,$14.32,,$17.64,$4.50,$1.15,$3.66,$5.50,$2.79,$2.93,$1.99,$1.99,$10.99,$2.74,$3.89,$10.00,,,,,,,,"$32,500.00",$160.48,,$63.33,$50.00,,$10.00,,,$37.50,,$62.50,$87.50,,,,,,,,,0
La Porte,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$13.00,$35.00,$9.00,$3.00,$5.12,$5.50,$1.50,$1.50,$0.76,$1.75,,$1.39,,,,$4.17,$2.18,,$4.17,$2.20,,$1.99,,,$3.00,$4.25,$7.75,$3.25,,,,,,,,$396.55,,$55.50,,,$8.50,,,$27.50,$18.00,$57.50,$95.00,$480.00,$525.00,$800.00,"$1,200.00",,,"$2,916.67",7.5,0
DeLand,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$15.00,$50.00,$8.50,$2.75,$8.50,$3.76,$2.25,$1.75,$0.76,$2.17,$2.17,,$7.82,$6.61,$11.85,$3.30,$1.43,$3.31,$4.32,$4.11,$1.84,$0.99,$1.95,$12.00,$1.87,$2.42,$4.62,,,,,,$1.25,"$20,500.00","$23,200.00",$169.24,,$70.00,,,$12.00,$450.00,"$10,000.00",$34.67,$22.49,$66.66,$75.00,"$1,000.00",,"$1,300.00",,,,,5.43,0
Merrillville,Indiana,"2,200",0.71,0.66,$37.93 ,"$78,890.00 ",3.19,12.83,16.02,"$66,252 ","$5,521 ",$15.00,$50.00,$8.00,$4.00,$6.00,$4.08,$2.19,$1.62,$0.67,$2.76,$4.24,$2.50,$11.75,$5.82,$6.61,$4.51,$1.10,$4.96,$3.40,$1.65,$2.13,$1.77,$2.00,$14.00,$2.26,$2.12,$6.85,,,$3.00,$0.78,$20.00,$1.27,"$30,000.00","$23,333.33",$126.25,,$58.12,,,$9.00,$600.00,,$41.12,$46.25,$69.29,$86.67,,,,,,,,4.62,0
Pullman,Washington,"4,160",1.22,1.13,$67.68 ,"$140,780.00 ",0.00,17.41,17.41,"$116,270 ","$9,689 ",$15.00,$30.00,$8.00,$6.00,$4.99,$4.50,$1.56,$1.30,$0.66,$2.97,$5.09,$1.50,$9.92,$15.41,$12.96,$3.78,$1.86,$4.17,$2.84,$3.67,$4.67,$2.98,$1.83,$12.00,$4.29,$3.67,$12.35,$0.75,$30.00,$7.00,$2.80,$25.00,$1.13,"$29,500.00","$27,000.00",$91.61,$0.03,$56.33,$12.00,$2.50,$8.00,"$1,000.00","$19,879.00",$50.00,$25.00,$60.00,$80.00,"$1,500.00",,"$2,200.00","$1,000.00",,,"$1,500.00",5.43,0
Nacogdoches,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$12.00,$30.00,$8.00,$6.00,$5.00,$3.00,$1.25,$1.19,$0.79,$1.65,$3.31,$2.49,$9.92,$4.41,$7.25,$3.06,$1.08,$6.61,$4.41,$1.32,$2.18,$1.99,$1.00,$7.99,,$5.00,$5.00,,,$10.00,$1.86,$50.00,,,,$206.17,,$72.33,$15.00,,$16.00,,"$8,000.00",$30.00,$25.00,$80.00,$100.00,$900.00,$750.00,,,,,"$3,800.00",4.5,0
North Ridgeville,Ohio,"3,650",0.68,0.63,$44.27 ,"$92,080.00 ",2.18,14.15,16.33,"$77,043 ","$6,420 ",$15.00,$60.00,$10.00,$3.00,$5.00,$5.00,$2.00,$2.00,$0.92,$3.31,$3.31,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Grass Valley,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$15.00,$95.00,$9.00,$6.50,$5.75,$3.50,$2.79,$1.50,,$4.96,$2.19,$4.29,$10.10,,,$6.37,$1.73,$4.39,$5.22,$1.76,$3.31,$1.92,$1.50,$15.00,,,$7.00,,,$3.62,$1.40,,$1.44,,,$159.73,$0.05,$85.00,,,$11.75,,,$52.67,$30.00,$86.67,$200.00,"$1,386.50","$1,200.00","$2,200.00","$1,800.00",,,,,0
Russellville,Arkansas,,,,,,,,,,,$7.00,$35.00,$7.25,$4.00,$4.50,$3.00,$1.00,$1.10,$1.07,$2.20,$3.17,$1.92,$8.35,$12.06,$11.87,$3.54,$1.49,$2.95,$3.23,$1.58,$2.02,$1.42,$2.05,$11.00,$3.01,$2.57,$7.50,$6.00,$50.00,$5.00,$1.55,$30.00,$1.02,"$25,000.00","$23,600.00",$193.33,$0.33,$66.22,$25.00,$25.00,$8.50,$630.50,"$15,125.00",$41.75,$40.67,$76.25,$50.00,$750.00,$640.00,$950.00,$820.00,,,"$3,333.33",4.85,0
Kennesaw,Georgia,"5,650",1.23,1.14,$51.15 ,"$106,400.00 ",5.19,15.29,20.48,"$84,609 ","$7,051 ",$18.00,$65.00,$8.38,$6.00,$6.50,$5.00,$2.50,$2.00,,,$4.41,,$6.59,,,$4.39,$2.18,$4.39,$3.31,,,,$1.25,$30.00,,$3.50,$5.72,$1.00,$25.00,$5.00,,$50.00,$0.86,"$25,487.50","$22,515.65",$450.00,,$55.00,$20.00,$5.00,$16.00,,,$33.00,$18.00,$77.00,$47.50,"$1,861.00","$1,941.00","$3,725.00","$2,133.00",,,"$3,604.00",7,0
Laramie,Wyoming,40,0.15,0.14,$61.95,"$128,860.00",0.00,16.80,16.80,"$107,212 ","$8,934 ",$16.10,$45.00,$6.75,$4.50,$5.00,$3.67,$2.70,$1.00,$0.79,$2.20,$3.14,$3.70,$7.47,$6.44,$10.12,$2.57,$1.35,$2.76,$3.28,$1.10,$1.76,$1.28,$1.38,$7.00,$1.43,$2.63,$4.39,$0.00,$0.00,$1.50,$1.49,$25.00,$1.03,"$22,000.00","$20,250.00",$166.87,$0.09,$45.00,$29.95,,$10.00,"$1,158.33","$3,785.00",$47.75,$34.38,$86.25,$87.67,$775.00,$625.00,"$1,800.00","$1,200.00","$2,690.98",$430.56,"$4,200.00",5.32,0
Fairborn,Ohio,"3,650",0.68,0.63,$44.27 ,"$92,080.00 ",2.18,14.15,16.33,"$77,043 ","$6,420 ",$6.50,$40.00,$7.50,$4.08,$6.00,$3.79,$2.36,$1.27,$0.76,$1.92,$2.72,$1.84,$6.06,$6.60,$7.72,$4.10,$1.31,$2.76,$4.41,$2.20,$2.20,$1.50,$1.00,$15.00,$2.14,$2.00,$8.25,,,$8.75,$1.86,$30.00,$0.95,"$22,000.00","$19,750.00",$95.00,$0.40,$67.21,,,$12.00,$600.00,"$8,000.00",$41.12,$29.38,$60.00,$50.00,$700.00,$700.00,"$1,200.00","$1,200.00",,,"$4,000.00",4.25,0
Mason,Ohio,"3,650",0.68,0.63,$44.27 ,"$92,080.00 ",2.18,14.15,16.33,"$77,043 ","$6,420 ",$12.00,$70.00,$6.14,$4.50,$6.00,$3.16,$1.53,$1.26,$0.82,$2.74,$2.20,$2.09,$8.26,,$13.23,$3.28,$0.99,$2.74,$2.95,$1.85,$2.18,,,$12.00,,$5.00,,$2.65,,,,,$1.19,,,$150.00,,$50.00,$10.00,,$11.00,,,$55.00,,$99.00,$125.00,"$1,100.00","$1,200.00","$3,000.00","$2,000.00","$1,829.86",,,,0
Cottonwood Heights,Utah,"3,070",1.89,1.75,$42.62 ,"$88,660.00 ",4.91,13.84,18.75,"$72,036 ","$6,003 ",$13.00,$67.50,$6.75,$5.00,$6.00,$5.43,$3.06,$1.50,$0.76,$2.37,$4.73,$3.66,$9.82,$19.83,$7.72,$5.10,$1.73,$4.03,$4.54,$2.99,$3.12,$1.41,$1.94,$10.00,$3.33,$3.00,$8.00,,$32.00,$4.00,$1.43,$28.00,$1.39,"$25,000.00","$22,700.81",$90.20,$0.10,$75.00,,,$11.00,$987.50,"$7,276.00",$48.00,$25.00,$68.12,$95.56,,,,,,,,5.43,0
Galesburg,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",$11.00,$55.00,$8.00,$4.50,$4.50,$4.33,$2.00,$1.21,$0.95,$3.14,$2.93,$5.00,$8.21,$14.33,$10.57,$4.27,$1.19,$4.39,$5.78,$3.80,$2.97,$1.32,$1.20,$12.00,$4.29,$1.66,$8.17,$5.00,$40.00,$6.00,$3.11,,$1.32,"$23,500.00","$21,500.00",$202.84,$0.05,$75.00,$50.00,,$7.50,,,$48.75,$33.33,$81.00,$151.67,$483.33,$475.00,$900.00,$800.00,,,"$1,750.00",5.43,0
San Dimas,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$40.00,$120.00,$11.50,$6.00,$7.00,$5.17,$3.00,$1.50,$1.06,$3.31,$6.61,$5.00,$9.92,$33.07,$22.05,$3.31,$1.76,$2.76,$3.31,$1.65,$1.32,$1.00,$2.00,$10.50,$2.86,$3.00,$9.00,,,$5.00,,,$1.48,"$22,000.00","$22,000.00",$167.65,,$57.50,,,$12.00,,"$15,000.00",$50.00,$27.49,$80.00,$90.00,,,,,,,,5,0
Midlothian,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$22.50,$87.50,$7.00,$6.99,$7.00,$6.10,$8.00,$2.33,,,$2.20,,$9.92,,,$1.96,$0.99,$2.18,$4.19,$0.55,$2.18,$1.50,$1.00,$10.00,,,$5.60,,,,,,,,"$22,000.00",$250.00,,$55.00,,,$12.00,,,$36.67,$42.50,$52.50,$80.00,,,,,,,,,0
Alamogordo,New Mexico,330,0.4,0.37,$41.87,"$87,090.00",3.85,13.70,17.55,"$71,806 ","$5,984 ",$15.00,$25.00,$7.50,$5.00,$6.00,$4.00,$1.00,$1.50,$0.64,$0.97,$1.59,,$11.02,$7.63,$14.26,$3.28,$0.99,$2.71,$2.47,$1.72,$1.10,$1.63,$2.00,$10.00,$2.14,$3.00,$9.75,,,,,,$1.29,,,$133.78,,$62.67,$10.00,$5.00,$9.00,,,$26.00,$22.50,$56.00,$58.50,$900.00,$750.00,"$1,100.00",$900.00,"$1,184.03",,"$1,200.00",5.43,0
Pikesville,Maryland,"2,010",0.76,0.70,$57.19 ,"$118,960.00 ",4.51,16.21,20.72,"$94,311 ","$7,859 ",$12.00,$40.00,$7.00,$2.50,$4.50,$3.50,$1.50,$2.00,$0.92,,$2.20,,$6.06,,$7.25,$4.41,$1.01,$3.31,$4.41,$0.66,$1.21,$3.00,$2.00,$8.00,,$5.00,$6.75,,,,,,$0.95,,,$150.00,,$65.00,,,$12.50,,,$65.00,,$80.00,$125.00,$700.00,$550.00,"$1,200.00","$1,000.00",,,,6.58,0
Greer,South Carolina,1180,0.55,0.51,$48.34,"$100,550.00",5.56,14.81,20.37,"$80,068 ","$6,672 ",,,$8.00,,$4.00,,,$1.50,,,,,$6.06,,,$4.96,$1.08,$2.93,,,,,$3.00,$11.95,,,,,,,,,,,,$225.00,,$95.00,,,$9.00,,,$49.00,,$110.00,$49.00,,,,,,,,,0
Springville,Utah,"3,070",1.89,1.75,$42.62 ,"$88,660.00 ",4.91,13.84,18.75,"$72,036 ","$6,003 ",$22.00,$65.00,$8.50,$4.00,$6.00,$4.81,$2.47,$2.33,$1.06,$2.76,$11.02,$2.99,$6.61,$4.41,$13.23,$11.02,$1.97,$13.23,$17.64,$2.20,$2.19,$1.50,$1.99,$12.00,$1.43,,$8.00,,,,,,$1.25,"$26,000.00","$29,000.00",$225.00,$0.10,$62.50,,,$12.00,,,$52.50,$45.00,$73.33,$105.00,,,,,,,,5.43,0
Fairmont,West Virginia,70,0.11,0.10,$34.88,"$72,550.00",4.77,12.03,16.80,"$60,362 ","$5,030 ",$9.84,$30.00,$8.25,$3.00,$4.00,$3.00,$0.99,$1.34,$0.80,$2.01,$2.18,$1.29,$8.49,$12.99,$8.49,$4.39,$1.52,$4.39,$2.18,$2.18,$2.18,$1.85,$1.75,$10.00,$4.29,$6.00,$6.50,,,,,,$1.23,"$23,500.00","$18,748.00",$123.99,,$55.00,$17.50,,$8.00,,,$45.83,$40.00,$75.00,$56.67,$600.00,,"$1,000.00",$800.00,,,"$3,510.00",,0
Ridgecrest,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$20.00,$40.00,$8.00,$6.00,$6.00,$4.67,$2.67,$1.47,$1.11,$3.37,$4.41,$3.22,$6.61,$10.28,$15.98,$5.00,$1.80,$4.29,$5.68,$2.64,$2.16,$1.81,$1.75,$15.00,$3.09,$2.88,$7.95,,,$3.50,$1.71,$65.00,$1.68,"$23,292.00","$22,741.50",$157.63,$0.26,$68.60,$30.00,,$18.00,"$1,466.67","$27,500.00",$52.75,$33.33,$86.66,$142.50,"$1,000.00",,,,,,,5.19,0
Spanaway,Washington,"4,160",1.22,1.13,$67.68 ,"$140,780.00 ",0.00,17.41,17.41,"$116,270 ","$9,689 ",,,$8.45,,,$4.75,,$0.99,,,$11.02,$3.78,$17.61,,,$4.27,$1.08,$3.95,$4.39,,$1.74,$1.79,,$25.00,,,,$3.00,$60.00,,,,$1.56,,,$252.93,,$145.00,$28.00,,,,,$39.99,$29.99,$69.99,$129.99,,"$1,400.00",,,,,,,0
